"OHQ420.Code.or.Value","OHQ420.Value.Description","OHQ420.Count","OHQ420.Cumulative","OHQ420.Skip.to.Item"
"1","Yes",755,755,NA
"2","No",82,837,NA
"7","Refused",0,837,NA
"9","Don't know",0,837,NA
".","Missing",7468,8305,NA
