"CBQ585.Code.or.Value","CBQ585.Value.Description","CBQ585.Count","CBQ585.Cumulative","CBQ585.Skip.to.Item"
"1","Yes",231,231,NA
"2","No",156,387,NA
"7","Refused",0,387,NA
"9","Don't know",0,387,NA
".","Missing",2558,2945,NA
