"AUXRR255.Code.or.Value","AUXRR255.Value.Description","AUXRR255.Count","AUXRR255.Cumulative","AUXRR255.Skip.to.Item"
"-44 to 116","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
