"TYXP240.Code.or.Value","TYXP240.Value.Description","TYXP240.Count","TYXP240.Cumulative","TYXP240.Skip.to.Item"
"-299 to 132","Range of Values",103,103,NA
".","Missing",5482,5585,NA
