"CBQ600.Code.or.Value","CBQ600.Value.Description","CBQ600.Count","CBQ600.Cumulative","CBQ600.Skip.to.Item"
"1","Yes",660,660,"CBQ610"
"2","No",344,1004,"DBQ890"
"7","Refused",0,1004,"DBQ890"
"9","Don't know",0,1004,"DBQ890"
".","Missing",1941,2945,""
