"RFXT041.Code.or.Value","RFXT041.Value.Description","RFXT041.Count","RFXT041.Cumulative","RFXT041.Skip.to.Item"
"345 to 354","Range of Values",51066,51066,NA
".","Missing",10,51076,NA
