"FSD081.Code.or.Value","FSD081.Value.Description","FSD081.Count","FSD081.Cumulative","FSD081.Skip.to.Item"
"1","Yes",404,404,NA
"2","No",3135,3539,NA
"7","Refused",3,3542,NA
"9","Don't know",7,3549,NA
".","Missing",6207,9756,NA
