"AUDTYL12.Code.or.Value","AUDTYL12.Value.Description","AUDTYL12.Count","AUDTYL12.Cumulative","AUDTYL12.Skip.to.Item"
"0 to 2.5","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
