"RHQ210.Code.or.Value","RHQ210.Value.Description","RHQ210.Count","RHQ210.Cumulative","RHQ210.Skip.to.Item"
"1","Yes",1172,1172,"RHQ215"
"2","No",795,1967,"RHQ240A"
"7","Refused",0,1967,"RHQ245"
"9","Don't know",1,1968,"RHQ245"
".","Missing",1897,3865,""
