"AUXLR158.Code.or.Value","AUXLR158.Value.Description","AUXLR158.Count","AUXLR158.Cumulative","AUXLR158.Skip.to.Item"
"-13 to 45","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
