"TYXP166.Code.or.Value","TYXP166.Value.Description","TYXP166.Count","TYXP166.Cumulative","TYXP166.Skip.to.Item"
"-292 to 3","Range of Values",3521,3521,NA
".","Missing",4948,8469,NA
