"LBD156LC.Code.or.Value","LBD156LC.Value.Description","LBD156LC.Count","LBD156LC.Cumulative","LBD156LC.Skip.to.Item"
"0","At or above the detection limit",293,293,NA
"1","Below lower detection limit",7,300,NA
".","Missing",1,301,NA
