"AUXRR201.Code.or.Value","AUXRR201.Value.Description","AUXRR201.Count","AUXRR201.Cumulative","AUXRR201.Skip.to.Item"
"-31 to 79","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
