"AUDTYL73.Code.or.Value","AUDTYL73.Value.Description","AUDTYL73.Count","AUDTYL73.Cumulative","AUDTYL73.Skip.to.Item"
"0 to 1.13","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
