"DBD381.Code.or.Value","DBD381.Value.Description","DBD381.Count","DBD381.Cumulative","DBD381.Skip.to.Item"
"1 to 5","Range of Values",2130,2130,""
"0","None",370,2500,"DBQ400"
"7777","Refused",0,2500,"DBQ400"
"9999","Don't know",7,2507,"DBQ400"
".","Missing",7464,9971,""
