"AUDTYR17.Code.or.Value","AUDTYR17.Value.Description","AUDTYR17.Count","AUDTYR17.Cumulative","AUDTYR17.Skip.to.Item"
"0 to 4.78","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
