"RFXT102.Code.or.Value","RFXT102.Value.Description","RFXT102.Count","RFXT102.Cumulative","RFXT102.Skip.to.Item"
"884 to 893","Range of Values",33692,33692,NA
".","Missing",29,33721,NA
