"DBD055.Code.or.Value","DBD055.Value.Description","DBD055.Count","DBD055.Cumulative","DBD055.Skip.to.Item"
"1 to 912","Range of Values",1778,1778,NA
"0","Never",137,1915,NA
"777777","Refused",1,1916,NA
"999999","Don't know",11,1927,NA
".","Missing",8610,10537,NA
