"RHQ169.Code.or.Value","RHQ169.Value.Description","RHQ169.Count","RHQ169.Cumulative","RHQ169.Skip.to.Item"
"0 to 6","Range of Values",1241,1241,NA
"77","Refused",0,1241,NA
"99","Don't know",0,1241,NA
".","Missing",2377,3618,NA
