"KIQ311.Code.or.Value","KIQ311.Value.Description","KIQ311.Count","KIQ311.Cumulative","KIQ311.Skip.to.Item"
"1","Yes",25,25,NA
"2","No",78,103,NA
"7","Refused",0,103,NA
"9","Don't know",0,103,NA
".","Missing",1789,1892,NA
