"AUDTYL65.Code.or.Value","AUDTYL65.Value.Description","AUDTYL65.Count","AUDTYL65.Cumulative","AUDTYL65.Skip.to.Item"
"0 to 1.53","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
