"AUQ300.Code.or.Value","AUQ300.Value.Description","AUQ300.Count","AUQ300.Cumulative","AUQ300.Skip.to.Item"
"1","Yes",1786,1786,""
"2","No",2976,4762,"AUQ331"
"7","Refused",4,4766,"AUQ331"
"9","Don't know",1,4767,"AUQ331"
".","Missing",4808,9575,""
