"RFXC022.Code.or.Value","RFXC022.Value.Description","RFXC022.Count","RFXC022.Cumulative","RFXC022.Skip.to.Item"
"-6.57 to 3.699","Range of Values",51071,51071,NA
".","Missing",5,51076,NA
