"AUXRR125.Code.or.Value","AUXRR125.Value.Description","AUXRR125.Count","AUXRR125.Cumulative","AUXRR125.Skip.to.Item"
"-25 to 44","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
