"AUXRR180.Code.or.Value","AUXRR180.Value.Description","AUXRR180.Count","AUXRR180.Cumulative","AUXRR180.Skip.to.Item"
"-6 to 62","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
