"AUXRR225.Code.or.Value","AUXRR225.Value.Description","AUXRR225.Count","AUXRR225.Cumulative","AUXRR225.Skip.to.Item"
"-83 to 45","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
