"WBXF016.Code.or.Value","WBXF016.Value.Description","WBXF016.Count","WBXF016.Cumulative","WBXF016.Skip.to.Item"
"561.231 to 561.231","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
