"AUDTYL66.Code.or.Value","AUDTYL66.Value.Description","AUDTYL66.Count","AUDTYL66.Cumulative","AUDTYL66.Skip.to.Item"
"0 to 2","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
