"MCQ220.Code.or.Value","MCQ220.Value.Description","MCQ220.Count","MCQ220.Cumulative","MCQ220.Skip.to.Item"
"1","Yes",547,547,""
"2","No",5222,5769,"MCQ300a"
"7","Refused",0,5769,"MCQ300a"
"9","Don't know",0,5769,"MCQ300a"
".","Missing",4001,9770,""
