"VIQ220.Code.or.Value","VIQ220.Value.Description","VIQ220.Count","VIQ220.Cumulative","VIQ220.Skip.to.Item"
"1","Yes",2765,2765,""
"2","No",3780,6545,"VIXOCMT"
"9","Don't know",2,6547,""
".","Missing",433,6980,""
