"TYXP122.Code.or.Value","TYXP122.Value.Description","TYXP122.Count","TYXP122.Cumulative","TYXP122.Skip.to.Item"
"-289 to 43","Range of Values",8291,8291,NA
".","Missing",178,8469,NA
