"KIQ191.Code.or.Value","KIQ191.Value.Description","KIQ191.Count","KIQ191.Cumulative","KIQ191.Skip.to.Item"
"1","Yes",6,6,NA
"2","No",1785,1791,NA
"7","Refused",1,1792,NA
"9","Don't know",0,1792,NA
".","Missing",100,1892,NA
