"KIQ101.Code.or.Value","KIQ101.Value.Description","KIQ101.Count","KIQ101.Cumulative","KIQ101.Skip.to.Item"
"1","Yes",1088,1088,NA
"2","No",254,1342,NA
"7","Refused",0,1342,NA
"9","Don't know",8,1350,NA
".","Missing",925,2275,NA
