"TYXP027.Code.or.Value","TYXP027.Value.Description","TYXP027.Count","TYXP027.Cumulative","TYXP027.Skip.to.Item"
"0 to 186","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
