"AUDTYL08.Code.or.Value","AUDTYL08.Value.Description","AUDTYL08.Count","AUDTYL08.Cumulative","AUDTYL08.Skip.to.Item"
"0 to 2.16","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
