"AUXRR240.Code.or.Value","AUXRR240.Value.Description","AUXRR240.Count","AUXRR240.Cumulative","AUXRR240.Skip.to.Item"
"-83 to 79","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
