"OHQ895.Code.or.Value","OHQ895.Value.Description","OHQ895.Count","OHQ895.Cumulative","OHQ895.Skip.to.Item"
"1","Within past year",501,501,NA
"2","Between 1 and 3 years ago",182,683,NA
"3","Over 3 years ago",155,838,NA
"7","Refused",0,838,NA
"9","Don't know",5,843,NA
".","Missing",8732,9575,NA
