"SXQ250.Code.or.Value","SXQ250.Value.Description","SXQ250.Count","SXQ250.Cumulative","SXQ250.Skip.to.Item"
"0 to 90","Range of Values",393,393,NA
"77777","Refused",4,397,NA
"99999","Don't know",0,397,NA
".","Missing",3002,3399,NA
