"MCQ040.Code.or.Value","MCQ040.Value.Description","MCQ040.Count","MCQ040.Cumulative","MCQ040.Skip.to.Item"
"1","Yes",436,436,""
"2","No",355,791,"MCQ053"
"7","Refused",0,791,"MCQ053"
"9","Don't know",2,793,"MCQ053"
".","Missing",9677,10470,""
