"SMQ205.Code.or.Value","SMQ205.Value.Description","SMQ205.Count","SMQ205.Cumulative","SMQ205.Skip.to.Item"
"1 to 68","Range of Values",39,39,NA
"77777","Refused",0,39,NA
"99999","Don't know",0,39,NA
".","Missing",4841,4880,NA
