"SXQ280.Code.or.Value","SXQ280.Value.Description","SXQ280.Count","SXQ280.Cumulative","SXQ280.Skip.to.Item"
"1","Circumcised",1130,1130,NA
"2","Uncircumcised",449,1579,NA
"7","Refused",7,1586,NA
"9","Don't know",24,1610,NA
".","Missing",3015,4625,NA
