"AUDTYL10.Code.or.Value","AUDTYL10.Value.Description","AUDTYL10.Count","AUDTYL10.Cumulative","AUDTYL10.Skip.to.Item"
"0 to 0.97","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
