"AUQ191.Code.or.Value","AUQ191.Value.Description","AUQ191.Count","AUQ191.Cumulative","AUQ191.Skip.to.Item"
"1","Yes",333,333,""
"2","No",2110,2443,"AUQ211"
"7","Refused",0,2443,"AUQ211"
"9","Don't know",5,2448,"AUQ211"
".","Missing",7661,10109,""
