"AUXRR218.Code.or.Value","AUXRR218.Value.Description","AUXRR218.Count","AUXRR218.Cumulative","AUXRR218.Skip.to.Item"
"-100 to 70","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
