"AUXRR124.Code.or.Value","AUXRR124.Value.Description","AUXRR124.Count","AUXRR124.Cumulative","AUXRR124.Skip.to.Item"
"-47 to 69","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
