"TYXP084.Code.or.Value","TYXP084.Value.Description","TYXP084.Count","TYXP084.Cumulative","TYXP084.Skip.to.Item"
"-219 to 103","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
