"SXQ841.Code.or.Value","SXQ841.Value.Description","SXQ841.Count","SXQ841.Cumulative","SXQ841.Skip.to.Item"
"0 to 25","Range of Values",66,66,NA
"77777","Refused",0,66,NA
"99999","Don't know",0,66,NA
".","Missing",4777,4843,NA
