"TYXP191.Code.or.Value","TYXP191.Value.Description","TYXP191.Count","TYXP191.Cumulative","TYXP191.Skip.to.Item"
"-294 to -1","Range of Values",1094,1094,NA
".","Missing",7375,8469,NA
