"AUDTYR18.Code.or.Value","AUDTYR18.Value.Description","AUDTYR18.Count","AUDTYR18.Cumulative","AUDTYR18.Skip.to.Item"
"0 to 1.81","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
