"TYXA028.Code.or.Value","TYXA028.Value.Description","TYXA028.Count","TYXA028.Cumulative","TYXA028.Skip.to.Item"
"0.09 to 6.592","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
