"MCQ053.Code.or.Value","MCQ053.Value.Description","MCQ053.Count","MCQ053.Cumulative","MCQ053.Skip.to.Item"
"1","Yes",277,277,NA
"2","No",9210,9487,NA
"7","Refused",0,9487,NA
"9","Don't know",6,9493,NA
".","Missing",0,9493,NA
