"RHQ574.Code.or.Value","RHQ574.Value.Description","RHQ574.Count","RHQ574.Cumulative","RHQ574.Skip.to.Item"
"1","Yes",13,13,NA
"2","No",75,88,NA
"7","Refused",0,88,NA
"9","Don't know",1,89,NA
".","Missing",3508,3597,NA
