"AUDTYL57.Code.or.Value","AUDTYL57.Value.Description","AUDTYL57.Count","AUDTYL57.Cumulative","AUDTYL57.Skip.to.Item"
"0 to 1.97","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
