"OCQ210.Code.or.Value","OCQ210.Value.Description","OCQ210.Count","OCQ210.Cumulative","OCQ210.Skip.to.Item"
"1","Yes",358,358,NA
"2","No",604,962,NA
"7","Refused",0,962,NA
"9","Don't know",1,963,NA
".","Missing",5583,6546,NA
