"TYXP130.Code.or.Value","TYXP130.Value.Description","TYXP130.Count","TYXP130.Cumulative","TYXP130.Skip.to.Item"
"-299 to 35","Range of Values",8133,8133,NA
".","Missing",336,8469,NA
