"CIQP68.Code.or.Value","CIQP68.Value.Description","CIQP68.Count","CIQP68.Cumulative","CIQP68.Skip.to.Item"
"1","Yes",0,0,NA
"2","No",0,0,NA
"7","Refused",0,0,NA
"9","Don't know",0,0,NA
".","Missing",850,850,NA
