"AUDTYL65.Code.or.Value","AUDTYL65.Value.Description","AUDTYL65.Count","AUDTYL65.Cumulative","AUDTYL65.Skip.to.Item"
"0 to 3.06","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
