"AUXLR244.Code.or.Value","AUXLR244.Value.Description","AUXLR244.Count","AUXLR244.Cumulative","AUXLR244.Skip.to.Item"
"-26 to 65","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
