"AUXLR160.Code.or.Value","AUXLR160.Value.Description","AUXLR160.Count","AUXLR160.Cumulative","AUXLR160.Skip.to.Item"
"-26 to 87","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
