"AUXRR177.Code.or.Value","AUXRR177.Value.Description","AUXRR177.Count","AUXRR177.Cumulative","AUXRR177.Skip.to.Item"
"-8 to 44","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
