"SMD410.Code.or.Value","SMD410.Value.Description","SMD410.Count","SMD410.Cumulative","SMD410.Skip.to.Item"
"1","Yes",2096,2096,NA
"2","No",7884,9980,NA
"7","Refused",2,9982,NA
"9","Don't know",7,9989,NA
".","Missing",133,10122,NA
