"AUDTYR70.Code.or.Value","AUDTYR70.Value.Description","AUDTYR70.Count","AUDTYR70.Cumulative","AUDTYR70.Skip.to.Item"
"0 to 0.84","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
