"AUXLR159.Code.or.Value","AUXLR159.Value.Description","AUXLR159.Count","AUXLR159.Cumulative","AUXLR159.Skip.to.Item"
"-21 to 57","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
