"AUXRR142.Code.or.Value","AUXRR142.Value.Description","AUXRR142.Count","AUXRR142.Cumulative","AUXRR142.Skip.to.Item"
"-8 to 47","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
